Title,Жанры,Описание,img
"    / Record of Lodoss War ( ) [OVA] [13  13] [RUS(int),JAP, ,, , DVDRip]","фэнтези, приключения, драма, сёнэн","Испокон веков на земле царила эра Богов, но пришёл конец отпущенному ей сроку, когда Бог Тьмы Фаларис поднял свои армии драконов и богов зла против Верховного Бога Фалиса. Долго длился их бой, стонали земли и небеса под натиском разбушевавшейся божественной силы. И вот в живых остались только двое – Богиня Созидания Марфа и Богиня Разрушения Кардис. Сошлись израненные богини в последнем бою не на жизнь, а на смерть, разрывая некогда единый континент Алекраст на множество островов. Так образовались новые земли, которым люди впоследствии дали название «Проклятый Остров Лодосс». Отныне там не стихали войны, унося с собой всё новые жизни, теперь уже людские.",2190
" 17:    / Figure 17: Tsubasa & Hikaru ( ) [TV] [13  13] [JAP+Sub] [2001, ,ть, фантастика, DVDRip], , DVDRip]","приключения, повседневность, фантастика","Десятилетняя Цубаса Сиина вместе с отцом (мать умерла при родах) переезжает из столичного Токио в сельскую глушь острова Хоккайдо, где её отец, работая в небольшой пекарне, надеется овладеть мастерством пекарного дела. Будучи тихой и застенчивой девочкой, полной комплексов и страхов, Цубаса не смогла сдружиться с новыми одноклассниками, и пока поглощённый своими проблемами отец дневал и ночевал в пекарне, она проводила вечера в одиночестве, играя с собакой Тэнмару и мечтая о встрече с оставшейся в Токио подругой.",2191
" Золотые Города / Taiyo no Ko Esteban / The Mysterious Cities of Gold / Les Mysterieuses Cites d'or / Esteban le fils du Soleil [TV][39 из 39][ENG+Sub][1982, для детей, приключения, история, фантастика, DVDRip]  / Taiyo no Ko Esteban / The Mysterious Cities of Gold / Les Mysterieuses 39][ENG+Sub][1982,  , ,, , DVDRip]","для детей, приключения, история, фантастика","1532 год. 12-летний Эстебан (Esteban), живущий в Барселоне, обладает таинственной силой повелевать солнцу появляться, за что его прозвали «дитя солнца». После смерти своего приемного отца Эстебан узнает, что еще в младенчестве его спасли с тонущего корабля. Также выясняется, что необычный медальон, который мальчик носит всю жизнь, имеет отношение к Новому Свету: возможно, его создали в Таинственных Золотых Городах (the Mysterious Cities of Gold). Эстебан покидает Испанию, желая отыскать своих родителей и узнать, кто же он на самом деле. Во время путешествия он встречает Зию (Zia) - девочку из племени инков, похищенную несколько лет назад, у которой был точно такой же медальон. Позже к ним присоединяется Тао (Tao) – юный галапагосский робинзон, последний потомок империи Хива (Heva), по преданию, построившей Золотые города. Следуя за сияющей звездой, изображенной на медальонах, дети путешествуют по Новому Свету в поисках Золотых Городов, веря, что этот путь приведет их к родителям.",2192
"   / GTO: Great Teacher Onizuka ( ) [TV] [43  43] [RUS(int)] [1999, , DVDRip]",комедия,"Онидзука Эйкити (""22 года, холост"", - как он сам любит представляться) - настоящий ужас на двух колесах, член нагоняющей ужас на горожан банды мотоциклистов, решает переквалифицироваться в… школьного учителя. Ведь в любом учебном заведении полным-полно аппетитных старшеклассниц в коротеньких юбочках! Но чем глубже примеривший необычную роль хулиган окунается в перипетии общего образования, тем сильнее он пытается переиначить место работы на свой манер - одерживая одну за другой победы над царящими в школе косностью, лицемерием, показухой и безразличием.",2193
"- / Candy Candy [TV] [115  115] [RUS(int)] [1976, , , ть, сёдзё, WEBRip], , WEBRip]","романтика, драма, повседневность, сёдзё","С раннего своего детства Кэнди воспитывается в детском приюте, расположенном недалеко от озера Мичиган. Девочку и ее подругу Энни нашли сестра мисс Пони и сестра Мария около дверей приюта в холодный зимний вечер. Кроме подруги Энни с героиней фильма рядом во время всех ее приключений находился енот Клин. В возрасте 12 лет семья Лэганс удочеряет девочку, чтобы та стала компаньонкой Элизе, но позже ее сделали служанкой. Дети в семье Лэганс, Нил и Элизе, получали немалое удовольствие от своих злых шуток над Кэнди. Миссис Лэганс недолюбливала девочку, хотя мистер Лэганс относился хорошо к ней, но он часто отправлялся в деловые поездки и не всегда мог быть союзником. Кэнди предстоит пережить в жизни немало трудностей, потерь и разочарований. Но она повзрослеет и станет смелой и решительной и отстоит свое право на счастье.",2194
"  / Neko no Ongaeshi /  ь / The Cat Return (Хироюки Морита)[2002, Фэнтези, приключения, DVDRip] / The Cat Return ( )[2002, , ,","Фэнтези, приключения","Девочка спасает кота из-под колес грузовика, и в знак благодарности кошачий народ приглашает ее в свое полное тайн кошачье королевство.",2195
"   (  ) / Majo no Takkyuubin / Kiki's Delivery Service ( ) [Movie] [RUS(int),JAP,, , , DVDRip]","приключения, комедия, драма, фэнтези",,2196
"   / Bubblegum Crisis ( ) [OVA] [8  8] [RUS(int), ENG, JAP+Sub] [1987, ,, , DVDRip]","приключения, фантастика, меха",,2197
"  ( ) / Minami-ke Okaeri ( ) [TV] [13  13] [RUS(ext), JAP+Sub] [2009, , ть, DVDRip], DVDRip]","комедия, повседневность",,2198
"  :  (-2) / Higurashi no Naku Koro ni Kai / When They Cry: Kai ( ) [TV] [24  24] [RUS(int), JAP+Sub] [2007, , , , , , BDRip]","триллер, ужасы, детектив, мистика","В том, что в тихом омуте водятся черти, юному Кэйити пришлось убедиться на своём собственном опыте. Переехав с родителями из города в живописную деревушку Хинамидзаву и подружившись в маленькой местной школе с очаровательными одноклассницами, он даже не подозревал, насколько обманчиво его представление об этом безмятежном крае и его обитателях. Но, как позднее выяснил Кэйити, за фасадом деревенской идиллии скрывается тёмная история зверских убийств и бесследных исчезновений, а под покровом благостной тиши действуют какие-то ужасные силы. Постепенно страшная тайна, скрытая в сельской глуши, стала приоткрываться перед его изумлёнными глазами...",2199
"  [] / Vampire Princess Miyu ( ) [TV] [1-26  26] [RUS(int), JAP+Sub] [1997, , ,, ] DVDRip","драма, приключения, ужасы, сёдзё",,2200
" -  / Tokyo Babylon ( ) [OVA] 2  2] [] [JAP, RUS(int), ENG(int) + Sub] [1992, , , , -, DVDRip]","мистерия, фэнтези, драма, сёнэн-ай","С древних времён клан Сумэраги был виднейшим среди Оммёдзи, магов, которые защищали Токио от недобрых духов, умиротворяя их. Шестнадцатилетний Субару Сумэраги унаследовал от именитых потомков главенство кланом, но, несмотря на грозную мощь магии, остаётся скромным и интеллигентным пареньком, столь женственным, что его порой можно перепутать с зеленоглазой красавицей Хокуто, сестрой-близнецом. С братом и сестрой Сумэраги неразлучен Сэйсиро Сакурадзука, врач-ветеринар и тоже Оммёдзи, не уступающий по силе магии самому Субару. Хокуто явно неравнодушна к другу семьи, но сердце Сэйсиро принадлежит её брату.",2201
"и руин / Ruin Explorers Fam and Irhlie (Мори Такэси) [OVA] [4 из 4] [RUS(ext),JAP+Sub][1995, приключения,комедия, фэнтези, DVDRip]  / Ruin Explorers Fam and Irhlie ( ) [OVA] [4  4] [RUS(ext),JAP,, , DVDRip]","приключения, комедия, фэнтези","Фам и Ири - искательницы приключений они копаются в руинах в поисках некой ""Силы"" которая нужна каждой для собственных целей. Попутно они встречают принца Лайнала у которого есть свои причины отыскать неведомую ""Силу"". В конце концов, на поиски отправляются уже сплоченный ссорами коллектив из 3 - х девушек, одного война, торговца и собаки . Но враги тоже не дремлют...",2202
" / Texhnolyze [TV] [22  22] [RUS(ext), JAP+Sub] [2003, ,, , , BDRip]","приключения, фантастика, драма, киберпанк","Люкс — подземный город, который был построен ради одного эксперимента, но люди, живущие на поверхности, забыли о нем. Жители Люкса оказались в отчаянном положении. В городе установилось хрупкое равновесие сил между взявшими верх группировками. Была изобретена технология «Технолайз», которая «помогает» управлять городом. Теперь некоторые люди Люкса обладают технолизированными конечностями, похожими на протезы. Действие сериала разворачивается вокруг Итисэ — уличного бойца и одного из потомков первых сосланных под землю людей. Чем же станет «Технолайз» — спасением города или же его разрушением?",2203
"-мпир Мию / Kyuuketsu Hime Miyu / Vampire Princess Miyu [OVA] [4 из 4] [RUS(int), JAP+Sub] [1988, вампиры, драма, мистика, DVDRip]  / Kyuuketsu Hime Miyu / Vampire Princess Miyu [OVA] [4  4] [RUS(int), JAP+Sub] [1988, , , , DVDRip]","вампиры, драма, мистика","История про девочку-вампира Мию, которая изгоняет из этого мира заблудших духов - Шинму. На мой взгляд наиболее серьезное и оригинальное произведение в жанре. Рекомендую к обязательному просмотру перед одноименным ТВ сериалом, ибо разрешает большинство вопросов возникающих при просмотре ТВ и по сути является предисторией к нему.",2204
"-  / Puni Puni Poemi ( ) [OVA] [2  2] [RUS(ext), JAP+Sub] [2001, , , -, , DVDRip]","пародия, комедия, махо-сёдзё, этти","Такое можно нарисовать только после трех дней беспробудного пьянства или если наглотаться чего-нибудь смертоносного. Наверное, Ватанабэ Синъити принимал и то, и другое, после чего сотворил-таки «Puni Puni Poemi». Хотя это уже второй казус режиссера. Первым была легендарная «Excel Saga», «Puni Puni Poemi» является ее логическим продолжением и завершением.",2205
"  / Bakumatsu no supashiibo / Bakumatsu no spasibo (  / Satoshi Dezaki) [Movie] [RUS(int)] [1997, , TVRip]",история,,2206
"-ин Сейлор Мун (1 сезон) / Сейлор Мун Луна в Матроске / Pretty Soldier Sailor Moon [TV] [46 из 46] [RUS(int), JAP+Sub] [1992, махо-сёдзё, приключения, романтика, комедия, DVDRip]   (1 ) /      / Pretty Soldier Sailor Moon [TV] [46  46] [RUS(int), JAP+Sub] [1992, -, ,, , DVDRip]","махо-сёдзё, приключения, романтика, комедия","Современная Япония. Обычная японская школьница Цукино Усаги — перевоплощение жившей в глубокой древности девушки-воина Сейлор Мун, защитницы Лунного Королевства. Теперь, в наши дни, она и другие реинкарнации воинов Луны (Сейлор Меркурий, Сейлор Венера, Сейлор Марс и Сейлор Юпитер) снова должны сразиться со своими исконными врагами — правителями Тёмного Королевства. Попутно им необходимо найти Серенити, принцессу Лунного Королевства. В этом трудном деле деле девушкам помогают ещё два воина из прошлого — переродившиеся в кошек Луна и Артемис, а также перевоплощение принца древнего Земного Королевства Такседо Камен (‘Маска-во-фраке’) — студент Тиба Мамору, к которому Усаги неравнодушна.",2207
"  OVA-2 /   ~    ~ / Triangle Heart - Sweet Songs Forever ( ) [OVA] [4  4] [JAP+Sub] [2003, ,, DVDRip]",,,2208
"   / Laputa The Castle in the Sky / Tenkuu no Shiro Laputa ( ) [Movie] [RUS(ext),JAP,, , BDRip]","приключения, сказка, романтика","Альтернативная реальность, напоминающая викторианскую Европу начала бурного развития научно-технического прогресса. Юный Падзу, подмастерье инженера, отвечающего за исправную работу подъёмника шахты, случайно знакомится с загадочной девочкой с косичкой, буквально упавшей с неба прямо ему в объятия. Оказывется, за незнакомкой гонятся по пятам воздушные пираты, армия и правительственные агенты, пытаясь заполучить хранящийся у неё Летающий Камень, который является ключом к мифическому летающему острову, некогда принадлежащему давно погибшей древней цивилизации. Так начинаются увлекательные приключения двух детей, в ходе которых они открывают тайну Небесного замка Лапуты...",2209
"  ( ):   / Detective Conan Movie 8: Magician of the Silver Sky [Movie] [JAP+Sub] [2004, , ,","Детектив, Приключения","Детектив-старшеклассник Кудо Шиничи благодаря своему интеллекту раскрыл множество дел. Однажды в парке аттракционов он замечает подозрительных людей в черном и решает проследить за ними. Наблюдая за сделкой, юный детектив не заметил, как сзади подкрался еще один из людей в черном, который оглушил Кудо и дал ему принять странный наркотик, из-за которого тело Шиничи уменьшилось. Решив скрыть свою личность, он пытается раздобыть информацию по этим людям в черном и вернуть себе прежний облик, по пути распутывая разнообразные дела.",2210
"    / Kaze no tani no Naushika / Nausicaa of the Valley of Wind [Movie] [RUS(ext/int),, , , BDRip]","приключения, фэнтези, фантастика, драма","В будущем человечество, столетиями безоглядно эксплуатировавшее природу, пало жертвой своей гордыни. Землю постигла ужасная экологическая катастрофа, процветающие когда-то промышленные цивилизации обратились в прах, а поверхность планеты покрыло гигантское море Леса, испускающее в атмосферу ядовитые споры своих растений. Оставшимся в живых людям приходится жить в тени Леса и его чудовищных насекомообразных обитателей, пытаясь не допустить распостранения вредоносной растительности. Мирная Долина Ветров - одно из царств, образовавшихся на руинах прежних государств. Жители Долины обожают своего доброго правителя и его дочь Навсикаю, необычную девочку, находящую общий язык с исполинскими насекомыми Леса, странными порождениями нарушенной экосистемы. Но безмятежное существование Долины Ветров нарушается, когда маленькая страна становится пешкой в играх крупных воинственных соседей, сражающихся за остатки драгоценных природных ресурсов планеты. Тем не менее, скрытому потенциалу Навсикаи ещё предстоит раскрыться, и юной принцессе, возможно, удастся изменить судьбы мира...",2211
"    / Digital Devil Monogatari Megami Tensei [OVA] [RUS(int),JAP, , DVDRip]","фантастика, ужасы",,2212
" Лэйн / Serial Experiments Lain [TV] [13 из 13] [RUS(int), JAP+Sub] [1998, киберпанк, драма, фантастика, DVDRip] / Serial Experiments Lain [TV] [13  13] [RUS(int), JAP+Sub] [1998, , , , DVDRip]","киберпанк, драма, фантастика",,2213
",  ! / Junkers Come Here [Movie] [JAP+Sub] [1995, , ть, мистика, DVDRip], , DVDRip]","драма, повседневность, мистика",,2214
"   () / Anne No Nikki [Movie] [RUS(ext), JAP+Sub] [1995, , , , DVDRip]","история, драма, война","Амстердам, 12 июня 1942 года. Анна празднует свой 13ый день рождения. В подарок она получила дневник, который назвала ""Китти"". На протяжении 2х лет она вела дневник, прячась со своей семьей от немцев. Молодая девочка описывала свои идеалистические взгляды на мир, желания и страхи. А также свою первую любовь, Петера.",2215
" ,   / Like the Clouds, Like the Wind [Movie] [RUS(int), JAP+Sub] [1990, , , , DVDRip]","история, романтика, драма",,2216
" :   / Deimos no Hanayome: Ran no Kumikyoku [OVA] [01  01] [RUS(int), JAP] [1988, , , , , VHSRip]","Драма, мистика, сёдзё, ужасы","Порой бывает, так что простая детская шалость оставляет своими последствиями глубокую не с чем несравнимую рану на сердце, и создаёт из обычного ни чем не примечательного человека, монстра, который существуя, бесцельно уничтожает всё на своём пути.",2217
"  / Yami no Shihoukan Judge / Magistrate of Darkness: Judge [OVA] [ENG,JAP+Sub] [1991, , , DVDRip]","триллер, мистика","Человек грешен по своей природе, и когда приходит час расплаты он хочет уйти от своего наказания. Но оно рано или поздно всегда его находит. Молодой парень Ома принадлежит к роду так называемых Тёмных Судей, которые сотни лет вершат божественное правосудие над грешниками. Но помимо судей в мире ещё существует род Тёмных Адвокатов, которые за немалую плату готовы защитить ""подсудимых"". И Оме предстоит сразиться с одним из таких Адвокатов на суде Десяти Королей... (описание скопировано из комментария с World Art).",2218
"  / Battle Spirits: Ryuuko no Ken / Art of Fighting [OVA] [RUS(int), JAP] [1993, , , DVDRip]","приключения, боевые искусства","Вследствие событий, вовлёкших в себя домашнее вторжение, любимого кота, алмаз Сириус и неоплаченный счёт за электричество, владелец школы каратэ Рё Саказаки и его лучший друг Роберт Гарсия должны проложить себе путь сквозь преступный мир ""Саустауна"", дабы спасти сестру Рё, Юри, от босса преступного мира мистера Бига.",2219
"  ( ) [TV][26  26][JAP+Sub][2008, ,, TVRip]","приключения, фэнтези","Люк фон Фабр – юный избалованный дворянин, сын герцога, вырос во дворце родителей в королевстве Кимласка. Рядом с ним верный друг Гай Сесиль, который опекает его, и мудрый Ван Грантс из Ордена Лорелей, обучающий Люка мастерству боя на мечах. Кроме того, есть невеста, с которой он обручён с самого рождения. Но она для него как чужой человек, ведь память Люка о детстве была полностью утеряна после того, как семь лет назад его похитили враги Кимласки – Империя Маркус.",2220
"  OVA / Samurai Spirits 2 ( ) [RUS] [1999, ,  ,  , DVDRip]","фэнтези, боевые искусства, самурайский боевик","Cто лет тому назад, было семь святых воинов. Одного из воинов звали Amakusa. Он предал других шесть воинов, чтобы обладать их силами, но был повержен и прошествии 100 лет возрожден. С помощью демона Yuga он начал поиски одного из воинов и своего злейшего врага Haohmaru чтобы заполучить его силу.",2221
" / Variable Geo /   ( ) [OVA] [3  3] [JAP+Sub] [1996,  , , , , DVDRip]","боевые искусства, фэнтези, эротика, сёнэн",,2222
"  / Samurai Spirits: Haten Gouma no Shou / Samurai Shodown: The Motion Picture ( ) [Movie] [RUS(int)] [1994,  , ,","боевые искусства, приключения","Этот анимационный фильм создан по мотивам одноименной видеоигры, но при этом его нельзя назвать экранизацией - это скорее ""вольное сочинение"" на тему. Когда-то давным-давно Японию поглотил глобальный военный конфликт. Люди уже забыли, за что они сражались. И тогда семь отважных воинов бросили вызов силам тьмы... но они не знали, что среди них есть предатель, который впоследствие убил их. Но коварному воину не удалось уничтожить своих соратников окончательно - через несколько сотен лет они переродились в прежних обличиях, и готовятся к реваншу. Все, кроме самого сильного из них - Хаомару, который потерял память. Успеет ли он вспомнить своих товарищей и повести их в бой против зла, прежде чем предатель откроет врата бездны и выпустит на свободу ужасного демона?..",2223
"  / Battle Arena Toshinden ( ) [OVA][2  2][RUS(int),JAP, , , , DVDRip]","приключения, боевые искусства, фантастика, комедия","Анимэшка, снятая по очень известному файтингу. Учитывая, что в игре сюжета не наблюдалось, в мульт решили кое-что запихнуть, чтобы не спрашивали ничего лишнего. А в общих чертах мы можем наблюдать очень неплохой файтинг, где ребятки мочатся не кулаками, а мечами, копьями, косами, хлыстами, ножами, короче - что в реке у героя оказалось. Сами герои, казалось, выпрыгнули из Средневековья. Там мы можем наблюдать рыцаря в доспехах и причем даже на лошади, самурая, одетого по моде 300-летней давности, лысого чувака из племени мумба-юмба или что-то в этом роде. Ну, а на самом деле это вещь, которую стоит посмотреть из-за легкости присходящего и приятных поединков, которые не напрягают. Очень обидно, что овашек только две. Если бы вещь была ТВ-сериалом, то наверняка обогнала бы знаменитого Кеншина. Тут и персонажи посолидней, и сюжет можно развить гораздо интереснее.",2224
,"боевые искусства, приключения, фантастика, сёнэн","Когда Джун Казама была ребенком, она стала свидетелем, как её друга Казуи, его отец, Хейхачи Мисима, сбросил со скалы. С тех пор прошло много лет, но эта сцена до сих пор видится ей в кошмарах. Теперь она следователь по особо опасным делам и ведет расследование по Хейхачи. Она должна выяснить, действительно ли Хейхачи производит на своем острове оружие, и тут ей подворачивается удобный способ узнать это самой. На этом острове каждый год проводятся бойцовские соревнования, в которых победитель получает шанс сразится с самим Хейхачи, а в случае победы - ешё и приз в один миллиард долларов! Конечно, Джун отправляется на остров. В одном из немногих её спутников она с удивлением узнает Казую Мисиму, того самого мальчика. Он чудом выжил и теперь горит желанием убить отца. Да и остальные бойцы отправляются на остров не просто ради каких-то денег. Они ещё не знают, что в этом году Хейхачи и его приемный сын готовят для гостей особый турнир...",2225
"  / Shuranosuke Zanmaken: Shikamamon no Otoko / Sword For Truth ( ) [Movie] [JAP,ENG+Sub] [1990,  , , , DVDRip]","самурайский боевик, мистика, эротика","Действие «Меча правды» датировано с предельной точностью – 32 год от начала правления сёгуната Токугава, т.е. вторая четверть XVII века (сразу оговорюсь: ЗАЧЕМ это сделано, неясно, т.к. там нет никаких специальных событий, которые требовали бы связи с определенным временным периодом или каким-то конкретным лицом). Дальше, на фоне войны с христианами (про нее, впрочем, авторы тотчас забывают), появления белого тигра-людоеда противоестественных размеров и похищения наследницы одного из знатных семейств, эффектно возникает человек в лиловом кимоно с гербом из скрещенных кос. Он стремительно сражает неуязвимого тигра, отзывается на имя Сюраноскэ Сакаки и, немного поторговавшись, изъявляет готовность ехать за девицей.",2226
"-:   (-2) / Riki-Ou 2: Horobi no Ko / -:   / Riki-Oh: Child of Destruction [OVA] [RUS(int), JAP+Sub] [1990, , ,  , LDRip]","сэйнэн, экшен, боевые искусства","Альтернативная история постапокалиптической Японии и повествует о молодом парне Рики О. После побега из тюрьмы в первой части, отправляется в некий Город, дабы отыскать своего младшего брата Начи и искупить вину перед ним. На свое нелегком пути он сталкивается с беззаконием и безнравственность и пытается побороть их с помощью своих кулаков. Отправит ли он карму злодеев в ад, или падет жертвой своей жестокой судьбы? Смотрите и узнаете.",2227
":   / Midnight Eye Gokuu / Goku: Midnight Eye / :   ( ) [OVA] [2  2] [RUS(int), JAP+Sub] [1989, ,, , DVDRip]","приключения, боевик, фантастика","OVA 1: Гоку, бывший полицейский а ныне частный сыщик, втянулся в опасное дело. Узнав то, чего знать не следует, он бежит от преследователей и оказывается похороненным под водой. В это время какой-то голос ему говорит, что он не умер, а наоборот жив. И что в глаз ему встроен суперкомпьютер, который может контролировать весь земной шар. Да, еще этот голос снабдил главного героя такой палочкой, по сравнению с которой палка короля обезьян - обыкновенная зубочистка. Что это был за голос, не знает никто. Даже, наверно, сам режиссер об этом не задумывался. Но это неважно, главное, что это конец всем злодеям в городе, которые наивно думают, что их оппонент - обычный человек.",2228
"   :  .        / Hengentai Mayakou Karura Mau! Sendai Kokeshi Enka / Karura Dance 2 ( ) [OVA][1-6  6][RUS(int),JAP, , VHSRip]","ужасы, мистика",Продолжение полнометражного фильма.,2229
"  / Onikirimaru / Ogre Slayer ( ) [OVA] [4  4] [Rus(int), JAP+Sub] [1994, , , , , VHSRip]","ужасы, драма, фэнтези, школа",Давным-давно...,2230
"  () / A.D. Police / To Protect and Serve ( ) [TV] [12  12] [RUS(int), JAP] [1999, , , , , DVDRip]","меха, фантастика, полиция, сёнэн","Кенжи Сасаки состоит в спец.полици по уничтожению бумеров.Он прекрасный полицейский,но работа с людьми для него очень большая проблема.И когда во время очередной заварушке с бумером он недоглядел за своим напарником,тот разумеется оказался в больничке в очень тяжелом положении близкое к смерти.Несмотря на равнодушное отношение к напарнику,этот случай подкосил Кенжи,да так что он пошел в бар напиться где и подрался с одним нахальным типом.Каково же было его удивление когда на следующий день ему объявили что парень которому он всыпал прошлой ночью его новый напарник.Ганс Клиф приехавший из Германии настоящий повеса,но за этим бабником скрывается тайна которая будет разгадана только в последней серии.Сериал достаточно реалистичен.Вся прелесть в том что нам показывают борьбу бумеров с обычными людьми,без всяких супер-навороченных доспехах.",2231
"  / A.D. Police Files [OVA] [3  3] [RUS(int), JAP+Sub] [1990, , ., DVDRip]","Фантастика, Киберпанк.","2027-й год в МегаТокио, за шесть лет до того, как созданый Кнайтсаберсы. Бумеры (искусственные люди) все еще новы, и их интеграция в человеческое сообщество все еще испытывает ряд проблем, часто фатальных. Каждый раз, когда происходит инцидент с бумером, используется Продвинутая Полиция - особый отряд, подготовленный для именно таких ситуаций.",2232
"     -  / Soukihei MD Geist & Soukihei MD Geist 2/ ( ,  )[RUS] [1986,1996 .., ,, , , DVDRip,OVA]","приключения, фантастика, меха, сёнэн","Очень хороший боевичок с оригинальным сюжетом. Наступило будущее, и люди, как это всегда бывает, устремились к звездам. Но мира не получилось. Армия искусственных людей, называемых Некрусом, оказала сопротивление земному правительству. Война все длилась и длилась, пока земляне не придумали одно оружие - супер солдат, выращенных искусственным путем. В плане физических возможностей эти ребята были гораздо круче, чем обычные люди. И все было бы хорошо, если бы земляне не перепугались слишком большой крутости у этих солдат. Желая поскорее избавиться от них, они запустили их на одну орбиту, а через несколько лет один из них вернулся. Причем вернулся не столько для того, чтобы отомстить, а для того, чтобы продолжить мочилово с Некрусом. Этот парень был известен как Гейст.",2233
" / Genocyber /  ( ) [OVA] [5  5] [RUS(ext),ENG,, , BDRip]","приключения, фантастика, меха","ГеноКибер — абсолютное оружие. Чудовищный демон созданный учеными и обладающий неизмеримой физической и психической силой. Сущность этого чудовища — души сестер близнецов Элейн и Даяны, одержимых ненавистью друг к другу. Контролировать это чудовище невозможно. Ни одна армия не сможет ему противостоять. И тот день, когда чудовище вырывается на свободу, становится началом конца всего человечества…",2234
"  / Kakugo no Susume / Apocalypse Zero [OVA] [2  2] [RUS(int), ENG, JAP+Sub] [1996, ,, DVDRip]","приключения, фантастика",,2235
" :  / Taiman Blues: Ladies-hen - Mayumi / Taiman Blues: Ladies Chapter - Mayumi [OVA] [2  2] [JAP+Sub] [1990, ,",приключения,"Пятнадцатилетняя Маюми должна переехать в самый суровый район Осаки, когда ее родители разошлись и мать снова вышла замуж. Она встречает Норико, которая помогает ей освоиться в новой жизни. Благодаря работе на заправочной станции она познакомились с ""Большим Медведем"" и его бандой байкеров и в конечном итоге попала в свою собственную банду девушек-гонщиков.",2236
"  / Urusei Yatsura [Movie][1, 3-6] & [OVA][11  11] [JAP+Sub] [,, , , DVDRip]","романтика, фантастика, комедия, сёнэн","Многие ли помнят события одиннадцатилетней давности, особенно если это попадает на детские годы? Не помнил и Атару, хотя у кого-то память оказалась явно лучше. Город Томобики потрясает новость - Атару Моробоси женится - все друзья приглашены на свадьбу! Однако невеста вовсе даже не Лам, а некая таинственная Элле. Кто такая Элле? Кажется, весь город готов устроить Атару допрос с пристрастием, но поздно - небеса разверзлись и над городом повис огромный космический корабль, прибывший за женихом. Что остается Лам? Так и смотреть, как отнимают ее ""дорогого""? Лам не из тех девушек…",2237
"   / Legend of Lemnear - Kyokuguro no Tsubasa Valkisas ( ) [OVA] [RUS(ext), JAP+Sub] [1989, ,, , DVDRip]","Приключения, фэнтези, этти",,2238
"-ин Сейлор Мун Эр (2 сезон) / Сейлор Мун снова с нами / Pretty Soldier Sailor Moon R [TV] [43 из 43] [RUS(int), JAP+Sub] [1993, махо-сёдзё, приключения, романтика, комедия, DVDRemux]    (2 ) /      / Pretty Soldier Sailor Moon R [TV] [43  43] [RUS(int), JAP+Sub] [1993, -, ,, , DVDRemux]","махо-сёдзё, приключения, романтика, комедия","Нашему миру снова грозит опасность и опять требуется помощь воинов. Но после битвы на Северном полюсе они ничего не помнят и вернулись к обычной жизни, они даже не знают, что когда-то были знакомы. Но нет покоя защитникам земли. На Землю в районе Токио падает метеорит, а вместе с ним новые враги — Эйл и Анна. У пришельцев есть волшебные карты Таро, с помощью которых они освобождают демонов-кардьянов, а также Древо Мира Духов — разумное растение и предок их расы, последними представителями которой Анна и Эйл являются. Чтобы защитить жителей Токио, воинам приходится пробудиться от забвения. Однако против новых врагов у девочек не хватает сил, и тогда они получают новые жезлы и атаки, которые помогают им одолеть врага.",2239
